time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-07-20T02:35:26.600Z,30.241,87.934,33,4.1,mb,,,,1.06,us,usp0008rwr,2014-11-07T01:05:37.377Z,"143 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1998-07-20T01:37:25.710Z,30.267,88.068,33,3.8,mb,,,,0.6,us,usp0008rwn,2014-11-07T01:05:37.372Z,"137 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1998-07-20T01:31:19.130Z,30.141,88.03,33,4.6,mb,,,,1.25,us,usp0008rwm,2014-11-07T01:05:37.368Z,"128 km NW of Rikaze, China",earthquake,,,,18,reviewed,us,us
1998-07-20T01:29:18.200Z,30.127,88.133,33,4.2,mb,,,,1.38,us,usp0008rwk,2014-11-07T01:05:37.366Z,"121 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1998-07-20T01:18:14.510Z,30.202,88.055,33,4.7,mb,,,,1.01,us,usp0008rwj,2014-11-07T01:05:37.360Z,"132 km NW of Rikaze, China",earthquake,,,,32,reviewed,us,us
1998-07-20T01:07:56.150Z,30.435,88.191,33,4.8,mb,,,,0.83,us,usp0008rwh,2014-11-07T01:05:37.358Z,"147 km NNW of Rikaze, China",earthquake,,,,3,reviewed,us,us
1998-07-20T01:05:58.350Z,30.134,88.173,33.2,5.8,mwb,,,,1.02,us,usp0008rwg,2022-04-29T17:36:06.493Z,"119 km NW of Rikaze, China",earthquake,,5.4,,,reviewed,us,us
1998-07-15T04:36:01.080Z,29.576,81.466,33,4.7,mb,,,,1.22,us,usp0008rhm,2014-11-07T01:05:35.923Z,"61 km NE of Dipayal, Nepal",earthquake,,,,11,reviewed,us,us
1998-06-27T09:05:59.270Z,27.675,85.568,33,4.9,mb,,,,0.68,us,usp0008qjx,2022-04-29T16:37:10.100Z,"6 km NNE of Dhulikhel, Nepal",earthquake,,,,44,reviewed,us,us
1998-05-20T08:42:52.840Z,29.561,81.484,33,3,mb,,,,1.33,us,usp0008ne1,2014-11-07T01:05:14.502Z,"62 km ENE of Dipayal, Nepal",earthquake,,,,1,reviewed,us,us
1998-05-16T10:31:01.250Z,26.644,84.667,33,4.2,mb,,,,0.62,us,usp0008n6e,2014-11-07T01:05:13.667Z,"15 km SSW of Sagauli, India",earthquake,,,,4,reviewed,us,us
1998-05-10T14:56:22.950Z,29.408,82.016,33,4.1,mb,,,,0.96,us,usp0008mug,2014-11-07T01:05:12.116Z,"21 km NW of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
1998-05-01T11:57:36.440Z,30.04,79.537,41.9,4.4,mb,,,,1.43,us,usp0008m8j,2014-11-07T01:05:08.339Z,"30 km NNE of Dw?r?h?t, India",earthquake,,,,8,reviewed,us,us
1998-03-27T19:43:29.680Z,30.043,81.644,33,3.7,mb,,,,0.81,us,usp0008j4r,2014-11-07T01:04:50.931Z,"53 km ESE of Burang, China",earthquake,,,,1,reviewed,us,us
1998-03-18T18:12:18.930Z,27.368,88.334,33,4,mb,,,,1.1,us,usp0008hnn,2014-11-07T01:04:46.662Z,"11 km NE of Gyalshing, India",earthquake,,,,1,reviewed,us,us
1998-03-15T20:35:29.300Z,28.554,86.886,33,4.4,mb,,,,0.98,us,usp0008hhn,2014-11-07T01:04:46.154Z,"67 km N of Lobujya, Nepal",earthquake,,,,4,reviewed,us,us
1998-02-28T04:59:30.750Z,27.024,87.561,33,4.4,mb,,,,1.01,us,usp0008gqd,2014-11-07T01:04:35.910Z,"23 km E of Dhankut?, Nepal",earthquake,,,,7,reviewed,us,us
1998-02-22T22:47:44.140Z,30.215,88.047,33,4.6,mb,,,,0.96,us,usp0008geq,2014-11-07T01:04:34.914Z,"134 km NW of Rikaze, China",earthquake,,,,12,reviewed,us,us
1998-02-22T22:45:24.880Z,30.117,88.156,33,4.1,mb,,,,1.44,us,usp0008gep,2014-11-07T01:04:34.911Z,"119 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1998-02-22T02:40:38.050Z,28.453,85.435,33,4.8,mb,,,,0.88,us,usp0008gdp,2022-04-29T17:19:54.855Z,"74 km NW of Kod?ri??, Nepal",earthquake,,,,34,reviewed,us,us
1998-02-12T02:40:29.130Z,26.517,88.199,33,4.6,mb,,,,1.15,us,usp0008fuu,2014-11-07T01:04:32.204Z,"10 km ESE of Bhadrapur, Nepal",earthquake,,,,2,reviewed,us,us
1998-02-07T08:45:11.090Z,29.103,78.064,33,3.5,mb,,,,1.46,us,usp0008fm5,2014-11-07T01:04:30.966Z,"8 km SE of Hastin?pur, India",earthquake,,,,2,reviewed,us,us
1998-02-01T17:32:48.220Z,28.19,87.122,33,4.5,mb,,,,0.98,us,usp0008fa6,2014-11-07T01:04:27.309Z,"40 km NE of Lobujya, Nepal",earthquake,,,,1,reviewed,us,us
1998-01-16T18:06:42.510Z,30.006,86.027,33,4,mb,,,,1.15,us,usp0008efh,2014-11-07T01:04:20.733Z,"108 km NE of Saga, China",earthquake,,,,4,reviewed,us,us
1997-12-08T02:03:55.840Z,27.475,87.175,33,5,mb,,,,0.91,us,usp0008c80,2022-04-29T17:11:50.453Z,"11 km NNW of Kh??db?ri??, Nepal",earthquake,,,,45,reviewed,us,us
1997-11-27T16:55:52.110Z,27.74,87.761,33,4.2,mb,,,,1.16,us,usp0008be6,2014-11-07T01:03:57.764Z,"67 km NE of Kh??db?ri??, Nepal",earthquake,,,,3,reviewed,us,us
1997-11-27T16:11:57.070Z,27.618,87.347,33,5.1,mb,,,,1.09,us,usp0008be2,2022-04-29T17:09:20.125Z,"30 km NNE of Kh??db?ri??, Nepal",earthquake,,,,62,reviewed,us,us
1997-11-04T04:03:08.620Z,28.879,85.609,33,3.9,mb,,,,1.2,us,usp0008a25,2014-11-07T01:03:51.521Z,"61 km SE of Saga, China",earthquake,,,,1,reviewed,us,us
1997-11-03T02:29:51.820Z,29.078,85.383,33,5.5,mwc,,,,1.07,us,usp0008a01,2022-04-29T17:06:41.619Z,"31 km SSE of Saga, China",earthquake,,,,,reviewed,us,hrv
1997-10-24T12:06:51.820Z,28.536,82.345,33,4.8,mb,,,,1.03,us,usp00089j1,2014-11-07T01:03:45.362Z,"34 km N of Besisahar, Nepal",earthquake,,,,23,reviewed,us,us
1997-10-11T10:11:10.340Z,27.733,86.498,33,4.3,mb,,,,0.83,us,usp00088vg,2014-11-07T01:03:41.062Z,"22 km WSW of Namche Bazar, Nepal",earthquake,,,,1,reviewed,us,us
1997-09-18T07:37:10.010Z,28.872,88.148,33,4.6,mb,,,,0.87,us,usp00087p5,2014-11-07T01:03:29.688Z,"82 km WSW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1997-09-17T01:22:14.040Z,29.74,83.7,33,4.3,mb,,,,1.2,us,usp00087md,2014-11-07T01:03:29.450Z,"145 km N of Chitre, Nepal",earthquake,,,,2,reviewed,us,us
1997-09-13T18:38:09.500Z,30.119,88.193,33,4.3,mb,,,,1.41,us,usp00087gq,2014-11-07T01:03:28.788Z,"117 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1997-08-16T20:30:55.060Z,30.022,86.224,33,4.4,mb,,,,0.78,us,usp00086au,2014-11-07T01:03:19.069Z,"123 km NE of Saga, China",earthquake,,,,2,reviewed,us,us
1997-07-09T07:18:52.920Z,29.896,88.397,33,4.1,mb,,,,0.94,us,usp00084k9,2014-11-07T01:03:06.857Z,"85 km NNW of Rikaze, China",earthquake,,,,3,reviewed,us,us
1997-07-08T21:16:49.840Z,29.834,88.313,33,3.7,mb,,,,0.84,us,usp00084js,2014-11-07T01:03:06.813Z,"85 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1997-07-05T06:22:53.530Z,28.803,86.862,33,4.8,mb,,,,1.52,us,usp00084d1,2014-11-07T01:03:05.496Z,"94 km N of Lobujya, Nepal",earthquake,,,,1,reviewed,us,us
1997-05-02T20:09:28.810Z,29.434,80.426,33,4.6,mb,,,,0.61,us,usp00081n5,2014-11-07T01:02:43.130Z,"21 km NW of Dadeldhur?, Nepal",earthquake,,,,3,reviewed,us,us
1997-04-07T13:00:42.180Z,27.427,86.545,33,4.4,mb,,,,1.41,us,usp000803z,2014-11-07T01:02:31.177Z,"44 km SSW of Namche Bazar, Nepal",earthquake,,,,2,reviewed,us,us
1997-04-05T17:31:51.200Z,30.093,86.059,33,4.5,mb,,,,1.12,us,usp0008009,2014-11-07T01:02:30.491Z,"117 km NE of Saga, China",earthquake,,,,8,reviewed,us,us
1997-03-24T21:28:06.090Z,27.887,84.987,33,4.5,mb,,,,1.2,us,usp0007zcb,2014-11-07T01:02:22.445Z,"36 km NW of Kirtipur, Nepal",earthquake,,,,6,reviewed,us,us
1997-03-22T21:16:04.850Z,29.895,88.151,33,4.4,mb,,,,1.38,us,usp0007z9g,2014-11-07T01:02:22.022Z,"100 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1997-03-22T21:14:39.180Z,30.168,87.803,33,3.4,mb,,,,0.63,us,usp0007z9f,2014-11-07T01:02:22.021Z,"145 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1997-03-03T09:29:39.970Z,27.244,86.082,44.8,4.7,mb,,,,1.06,us,usp0007y6j,2014-11-07T01:02:16.317Z,"59 km NNE of Janakpur, Nepal",earthquake,,,,11,reviewed,us,us
1997-02-03T10:38:13.800Z,27.758,85.023,28.7,3.8,mb,,,,1.24,us,usp0007wqe,2014-11-07T01:02:05.475Z,"26 km WNW of Kirtipur, Nepal",earthquake,,,,1,reviewed,us,us
1997-02-03T00:43:05.610Z,27.976,85.049,17.8,3.9,mb,,,,1.11,us,usp0007wpq,2014-11-07T01:02:05.125Z,"39 km NW of Kirtipur, Nepal",earthquake,,,,1,reviewed,us,us
1997-01-31T20:55:53.180Z,27.904,85.12,10,3.9,mb,,,,0.75,us,usp0007wkm,2014-11-07T01:02:01.321Z,"29 km NNW of Kirtipur, Nepal",earthquake,,,,1,reviewed,us,us
1997-01-31T20:02:16.640Z,27.946,85.127,22.2,5.2,mb,,,,1.02,us,usp0007wkg,2022-04-29T16:42:42.333Z,"33 km NW of Kathmandu, Nepal",earthquake,,,,71,reviewed,us,us
1997-01-31T17:09:15.910Z,27.998,85.218,10,4.4,mb,,,,1.09,us,usp0007wka,2014-11-07T01:02:01.280Z,"34 km NNW of Kathmandu, Nepal",earthquake,,,,7,reviewed,us,us
1997-01-25T20:08:28.740Z,30.074,88.087,33,4.4,mb,,,,0.87,us,usp0007wbv,2014-11-07T01:02:00.247Z,"119 km NW of Rikaze, China",earthquake,,,,12,reviewed,us,us
1997-01-08T19:56:12.580Z,30.349,88.009,33,3.6,mb,,,,0.86,us,usp0007vmu,2014-11-07T01:01:56.934Z,"148 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1997-01-05T08:47:25.400Z,29.845,80.532,33,5.6,mwc,,,,0.9,us,usp0007vgp,2022-04-29T16:40:01.014Z,"1 km E of Dh?rchula, India",earthquake,,,,,reviewed,us,hrv
1997-01-02T03:52:31.650Z,30.536,77.844,33,3.5,mb,,,,0.85,us,usp0007vb2,2014-11-07T01:01:54.144Z,"10 km NE of Vik?snagar, India",earthquake,,,,1,reviewed,us,us
1996-12-30T15:16:29.590Z,27.239,86.505,33,3.6,mb,,,,1.11,us,usp0007v6t,2014-11-07T01:01:50.914Z,"53 km NNW of Triyuga, Nepal",earthquake,,,,1,reviewed,us,us
1996-12-30T11:08:18.920Z,27.435,86.638,33,5,mb,,,,1.08,us,usp0007v6h,2022-04-29T16:39:22.326Z,"41 km S of Namche Bazar, Nepal",earthquake,,,,56,reviewed,us,us
1996-12-29T21:51:32.730Z,29.528,81.671,33,4,mb,,,,1.08,us,usp0007v5w,2014-11-07T01:01:50.779Z,"57 km WNW of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
1996-12-22T21:45:45.090Z,28.753,81.599,33,3.6,mb,,,,1.09,us,usp0007uuv,2014-11-07T01:01:48.890Z,"14 km SW of Dailekh, Nepal",earthquake,,,,1,reviewed,us,us
1996-11-12T04:20:58.770Z,29.919,77.172,53.7,4.5,mb,,,,0.79,us,usp0007svu,2020-09-15T19:11:54.864Z,"11 km ENE of Indri, India",earthquake,,9.6,,3,reviewed,us,us
1996-11-08T00:54:13.290Z,29.345,81.637,33,5,mb,,,,1.4,us,usp0007snm,2014-11-07T01:01:33.631Z,"53 km W of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
1996-11-04T20:43:55.170Z,29.244,81.775,76.7,4.6,mb,,,,1.19,us,usp0007ses,2014-11-07T01:01:32.508Z,"39 km W of Jumla, Nepal",earthquake,,20.8,,7,reviewed,us,us
1996-10-14T14:49:12.740Z,29.944,88.166,33,4.4,mb,,,,1.28,us,usp0007rd9,2014-11-07T01:01:22.644Z,"103 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1996-10-03T01:29:03.110Z,28.209,87.489,33,4.5,mb,,,,1.31,us,usp0007qvu,2014-11-07T01:01:19.046Z,"72 km ENE of Lobujya, Nepal",earthquake,,,,2,reviewed,us,us
1996-09-25T07:12:23.060Z,30.44,78.584,33,4.6,mb,,,,1.2,us,usp0007qep,2014-11-07T01:01:13.140Z,"11 km ENE of Tehri, India",earthquake,,,,4,reviewed,us,us
1996-09-14T02:12:07.230Z,30.748,78.307,33,4.8,mb,,,,0.9,us,usp0007pxa,2014-11-07T01:01:10.299Z,"11 km SE of Barkot, India",earthquake,,,,2,reviewed,us,us
1996-09-13T03:41:08.660Z,27.033,88.234,33,4.5,mb,,,,0.84,us,usp0007pwa,2014-11-07T01:01:10.167Z,"3 km W of D?rjiling, India",earthquake,,,,3,reviewed,us,us
1996-08-29T08:38:25.150Z,30.089,88.18,33,4.7,mb,,,,0.88,us,usp0007p6m,2014-11-07T01:01:02.219Z,"115 km NW of Rikaze, China",earthquake,,,,7,reviewed,us,us
1996-08-25T21:46:08.620Z,30.139,87.736,33,4.5,mb,,,,1.2,us,usp0007p24,2014-11-07T01:01:01.602Z,"148 km NW of Rikaze, China",earthquake,,,,3,reviewed,us,us
1996-08-07T20:42:55.280Z,29.99,88.114,33,3.8,mb,,,,0.5,us,usp0007n7x,2014-11-07T01:00:56.737Z,"110 km NW of Rikaze, China",earthquake,,,,8,reviewed,us,us
1996-08-07T08:03:44.440Z,30.139,87.979,33,3.9,mb,,,,1.2,us,usp0007n77,2014-11-07T01:00:56.666Z,"131 km NW of Rikaze, China",earthquake,,,,9,reviewed,us,us
1996-08-03T13:33:24.220Z,30.761,79.029,33,3.9,mb,,,,1,us,usp0007n2k,2014-11-07T01:00:55.296Z,"52 km N of Rudrapray?g, India",earthquake,,,,5,reviewed,us,us
1996-08-03T07:12:06.420Z,30.076,88.255,33,4.1,mb,,,,0.5,us,usp0007n1u,2014-11-07T01:00:55.107Z,"109 km NW of Rikaze, China",earthquake,,,,10,reviewed,us,us
1996-07-31T08:02:52.700Z,30.111,88.143,33,5.1,mb,,,,0.8,us,usp0007mwy,2022-04-29T20:27:09.573Z,"119 km NW of Rikaze, China",earthquake,,,,70,reviewed,us,us
1996-07-31T08:00:27.580Z,30.174,88.178,33,5.5,mwc,,,,1.1,us,usp0007mwx,2022-04-29T20:27:08.347Z,"123 km NW of Rikaze, China",earthquake,,,,,reviewed,us,hrv
1996-07-22T15:54:07.110Z,30.017,88.02,33,4.5,mb,,,,0.8,us,usp0007mea,2014-11-07T01:00:49.370Z,"119 km NW of Rikaze, China",earthquake,,,,30,reviewed,us,us
1996-07-18T10:25:02.420Z,30.093,88.173,33,4.6,mb,,,,0.7,us,usp0007m73,2014-11-07T01:00:48.390Z,"116 km NW of Rikaze, China",earthquake,,,,30,reviewed,us,us
1996-07-13T13:19:44.180Z,30.11,88.215,33,4.1,mb,,,,1.2,us,usp0007m0k,2014-11-07T01:00:47.614Z,"115 km NW of Rikaze, China",earthquake,,,,10,reviewed,us,us
1996-07-13T08:29:03.880Z,29.988,88.059,33,4.3,mb,,,,0.8,us,usp0007m0c,2014-11-07T01:00:47.579Z,"114 km NW of Rikaze, China",earthquake,,,,11,reviewed,us,us
1996-07-12T11:54:31.560Z,30.066,88.103,33,4.2,mb,,,,0.6,us,usp0007kz8,2014-11-07T01:00:47.491Z,"117 km NW of Rikaze, China",earthquake,,,,14,reviewed,us,us
1996-07-12T03:47:39.980Z,30.384,88.456,33,4.2,mb,,,,0.7,us,usp0007kz0,2014-11-07T01:00:47.445Z,"132 km NNW of Rikaze, China",earthquake,,,,9,reviewed,us,us
1996-07-12T02:51:48.270Z,30.104,88.317,33,3.9,mb,,,,0.9,us,usp0007kyy,2014-11-07T01:00:47.441Z,"109 km NNW of Rikaze, China",earthquake,,,,7,reviewed,us,us
1996-07-12T02:09:17.950Z,30.06,87.887,33,4.3,mb,,,,1.1,us,usp0007kyw,2014-11-07T01:00:47.434Z,"131 km NW of Rikaze, China",earthquake,,,,13,reviewed,us,us
1996-07-10T17:41:35.230Z,29.148,81.674,33,4,mb,,,,0.7,us,usp0007kxu,2014-11-07T01:00:47.351Z,"33 km N of Dailekh, Nepal",earthquake,,,,5,reviewed,us,us
1996-07-08T23:57:55.280Z,30.298,88.24,33,4.1,mb,,,,1.3,us,usp0007kvg,2014-11-07T01:00:47.055Z,"131 km NNW of Rikaze, China",earthquake,,,,10,reviewed,us,us
1996-07-08T23:28:29.910Z,30.385,88.207,33,4,mb,,,,1.5,us,usp0007kve,2014-11-07T01:00:47.050Z,"141 km NNW of Rikaze, China",earthquake,,,,7,reviewed,us,us
1996-07-08T00:18:36.200Z,30.05,88.155,33,4.5,mb,,,,1,us,usp0007kua,2014-11-07T01:00:46.899Z,"113 km NW of Rikaze, China",earthquake,,,,27,reviewed,us,us
1996-07-06T08:12:39.490Z,29.958,87.892,33,3.8,mb,,,,1.5,us,usp0007ksc,2014-11-07T01:00:46.509Z,"124 km NW of Rikaze, China",earthquake,,,,9,reviewed,us,us
1996-07-05T13:09:56.180Z,30.06,88.08,33,4.2,mb,,,,1,us,usp0007krh,2014-11-07T01:00:46.280Z,"118 km NW of Rikaze, China",earthquake,,,,11,reviewed,us,us
1996-07-04T18:11:04.670Z,30.009,88.077,33,4.9,mb,,,,1,us,usp0007kqg,2022-04-29T20:24:30.617Z,"114 km NW of Rikaze, China",earthquake,,,,33,reviewed,us,us
1996-07-04T03:38:23.680Z,30.069,88.219,33,4.3,mb,,,,0.5,us,usp0007kpr,2014-11-07T01:00:45.601Z,"111 km NW of Rikaze, China",earthquake,,,,11,reviewed,us,us
1996-07-03T20:35:28.970Z,30.329,87.977,33,3.9,mb,,,,1.7,us,usp0007kpa,2014-11-07T01:00:45.358Z,"148 km NW of Rikaze, China",earthquake,,,,5,reviewed,us,us
1996-07-03T18:02:43.940Z,30.091,87.731,33,3.9,mb,,,,1.3,us,usp0007kp6,2014-11-07T01:00:45.323Z,"145 km NW of Rikaze, China",earthquake,,,,6,reviewed,us,us
1996-07-03T16:57:40.470Z,29.955,88.061,33,4.2,mb,,,,0.7,us,usp0007kp3,2014-11-07T01:00:45.310Z,"111 km NW of Rikaze, China",earthquake,,,,10,reviewed,us,us
1996-07-03T12:59:06.940Z,30.105,88.148,33,3.8,mb,,,,0.1,us,usp0007knx,2014-11-07T01:00:45.218Z,"118 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1996-07-03T10:49:50.520Z,29.873,87.846,33,4.1,mb,,,,0.8,us,usp0007knr,2014-11-07T01:00:45.182Z,"121 km NW of Rikaze, China",earthquake,,,,8,reviewed,us,us
1996-07-03T10:19:42.950Z,30.017,88.214,33,4.3,mb,,,,1.2,us,usp0007knq,2014-11-07T01:00:45.173Z,"106 km NW of Rikaze, China",earthquake,,,,15,reviewed,us,us
1996-07-03T10:10:33.860Z,29.923,88.187,33,5,mwc,,,,0.9,us,usp0007knp,2022-04-29T20:24:19.655Z,"100 km NW of Rikaze, China",earthquake,,,,,reviewed,us,hrv
1996-07-03T07:15:42.960Z,29.993,87.944,33,4,mb,,,,1.2,us,usp0007kne,2014-11-07T01:00:45.093Z,"122 km NW of Rikaze, China",earthquake,,,,6,reviewed,us,us
1996-07-03T07:10:15.930Z,30.468,88.187,33,4.1,mb,,,,1.3,us,usp0007knc,2014-11-07T01:00:45.085Z,"150 km NNW of Rikaze, China",earthquake,,,,11,reviewed,us,us
1996-07-03T07:00:28.980Z,29.862,88.113,33,4.1,mb,,,,1.2,us,usp0007knb,2014-11-07T01:00:45.080Z,"100 km NW of Rikaze, China",earthquake,,,,10,reviewed,us,us
1996-07-03T06:44:45.550Z,30.147,88.189,33,5.7,mwb,,,,1,us,usp0007kna,2022-04-29T20:24:08.372Z,"120 km NW of Rikaze, China",earthquake,,,,,reviewed,us,us
1996-06-18T02:46:10.970Z,30.525,79.266,33,4,mb,,,,0.6,us,usp0007jxd,2014-11-07T01:00:38.609Z,"19 km NW of P?palkoti, India",earthquake,,,,2,reviewed,us,us
1996-06-18T01:29:37.280Z,30.123,86.706,33,4,mb,,,,1.3,us,usp0007jxa,2014-11-07T01:00:38.604Z,"168 km ENE of Saga, China",earthquake,,,,9,reviewed,us,us
1996-05-17T17:05:39.750Z,30.164,88.188,33,4.3,mb,,,,0.9,us,usp0007hgx,2014-11-07T01:00:27.782Z,"121 km NW of Rikaze, China",earthquake,,,,12,reviewed,us,us
1996-05-17T17:04:39.810Z,30.058,88.143,33,4.6,mb,,,,0.8,us,usp0007hgw,2014-11-07T01:00:27.777Z,"114 km NW of Rikaze, China",earthquake,,,,35,reviewed,us,us
1996-05-17T17:03:48.280Z,30.221,88.21,33,4.3,mb,,,,0.8,us,usp0007hgv,2014-11-07T01:00:27.774Z,"125 km NNW of Rikaze, China",earthquake,,,,13,reviewed,us,us
1996-05-14T05:41:08.930Z,29.682,87.935,33,4.1,mb,,,,1.4,us,usp0007hcq,2014-11-07T01:00:27.195Z,"103 km WNW of Rikaze, China",earthquake,,,,12,reviewed,us,us
1996-05-13T02:20:45.700Z,30.066,87.928,33,3.8,mb,,,,1.1,us,usp0007hb5,2014-11-07T01:00:26.999Z,"129 km NW of Rikaze, China",earthquake,,,,8,reviewed,us,us
1996-05-11T07:27:11.280Z,29.965,88.087,33,4.3,mb,,,,1,us,usp0007h81,2014-11-07T01:00:26.624Z,"110 km NW of Rikaze, China",earthquake,,,,18,reviewed,us,us
1996-05-11T04:48:32.230Z,30.156,88.111,33,4.3,mb,,,,0.8,us,usp0007h7x,2014-11-07T01:00:26.614Z,"125 km NW of Rikaze, China",earthquake,,,,14,reviewed,us,us
1996-05-11T03:58:50.290Z,29.984,88.077,33,4.8,mb,,,,1,us,usp0007h7t,2022-04-29T17:51:29.981Z,"112 km NW of Rikaze, China",earthquake,,,,56,reviewed,us,us
1996-05-10T21:34:57.620Z,30.133,88.314,33,4,mb,,,,1,us,usp0007h7e,2014-11-07T01:00:26.523Z,"112 km NNW of Rikaze, China",earthquake,,,,8,reviewed,us,us
1996-05-10T09:10:13.390Z,30.117,88.248,33,4.1,mb,,,,0.6,us,usp0007h6t,2014-11-07T01:00:26.452Z,"114 km NNW of Rikaze, China",earthquake,,,,11,reviewed,us,us
1996-05-10T09:07:01.870Z,30.001,88.069,33,4.8,mb,,,,0.8,us,usp0007h6s,2022-04-29T20:20:09.974Z,"114 km NW of Rikaze, China",earthquake,,,,42,reviewed,us,us
1996-05-10T04:26:49.620Z,30.01,88.072,33,4.5,mb,,,,0.9,us,usp0007h6d,2014-11-07T01:00:26.391Z,"115 km NW of Rikaze, China",earthquake,,,,28,reviewed,us,us
1996-04-26T16:30:58.490Z,27.825,87.821,33,5,mb,,,,0.9,us,usp0007gmx,2022-04-29T20:18:25.790Z,"73 km NW of Gyalshing, India",earthquake,,,,35,reviewed,us,us
1996-04-14T12:59:00.250Z,30.106,83.971,33,3.8,mb,,,,0.5,us,usp0007g68,2014-11-07T01:00:17.032Z,"149 km NW of Saga, China",earthquake,,,,4,reviewed,us,us
1996-04-04T23:03:06.470Z,29.56,80.541,33,3.6,mb,,,,1.1,us,usp0007fs8,2014-11-07T01:00:14.788Z,"29 km N of Dadeldhur?, Nepal",earthquake,,,,4,reviewed,us,us
1996-03-31T20:09:11.960Z,30.059,88.315,33,3.9,mb,,,,1.2,us,usp0007fk1,2014-11-07T01:00:10.466Z,"105 km NNW of Rikaze, China",earthquake,,,,9,reviewed,us,us
1996-03-27T20:01:56.470Z,29.96,88.086,33,3.8,mb,,,,0.9,us,usp0007fcr,2014-11-07T01:00:08.925Z,"110 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1996-03-26T08:30:25.270Z,30.651,79.102,47.4,4.8,mb,,,,0.8,us,usp0007fab,2022-04-29T20:14:45.212Z,"40 km NW of P?palkoti, India",earthquake,,,,46,reviewed,us,us
1996-03-23T16:07:34.230Z,27.167,88.302,33,4,mb,,,,0.3,us,usp0007f6e,2014-11-07T01:00:08.154Z,"6 km W of Namchi, India",earthquake,,,,7,reviewed,us,us
1996-03-21T15:00:30.880Z,30.29,88.415,33,3.9,mb,,,,1.3,us,usp0007f24,2014-11-07T01:00:07.599Z,"123 km NNW of Rikaze, China",earthquake,,,,6,reviewed,us,us
1996-03-21T06:04:15.730Z,30.187,87.933,33,4,mb,,,,0.5,us,usp0007f1p,2014-11-07T01:00:07.560Z,"138 km NW of Rikaze, China",earthquake,,,,8,reviewed,us,us
1996-03-12T21:20:15.270Z,30.014,88.151,11.9,4.9,mb,,,,0.8,us,usp0007enp,2014-11-07T01:00:05.726Z,"110 km NW of Rikaze, China",earthquake,,,,38,reviewed,us,us
1996-02-26T20:29:15.540Z,30.283,84.1,33,4.1,mb,,,,1,us,usp0007dzu,2014-11-07T00:59:59.011Z,"152 km NW of Saga, China",earthquake,,,,2,reviewed,us,us
1996-02-22T01:11:27.330Z,28.008,87.23,33,4.1,ml,,,,1.3,us,usp0007dnn,2014-11-07T00:59:57.068Z,"41 km E of Lobujya, Nepal",earthquake,,,,,reviewed,us,dmn
1996-02-18T19:19:24.080Z,29.952,83.968,33,4.2,mb,,,,1.2,us,usp0007dcy,2014-11-07T00:59:55.830Z,"140 km WNW of Saga, China",earthquake,,,,17,reviewed,us,us
1996-02-12T09:32:05.340Z,28.458,88.282,33,4.2,mb,,,,0.9,us,usp0007ct2,2014-11-07T00:59:52.946Z,"105 km SSW of Rikaze, China",earthquake,,,,3,reviewed,us,us
1996-02-07T10:57:00.280Z,29.596,80.49,50.3,4.2,mb,,,,1.4,us,usp0007cgu,2014-11-07T00:59:51.478Z,"26 km SSW of D?rchul?, Nepal",earthquake,,8.2,,12,reviewed,us,us
1996-01-27T00:35:04.210Z,28.106,84.352,10,4.3,ml,,,,0.8,us,usp0007bt4,2014-11-07T00:59:43.766Z,"41 km ESE of Pokhara, Nepal",earthquake,,,,,reviewed,us,dmn
1996-01-25T07:15:13.930Z,28.696,87.223,33,4.4,mb,,,,1.5,us,usp0007bpf,2014-11-07T00:59:43.167Z,"91 km NNE of Lobujya, Nepal",earthquake,,,,21,reviewed,us,us
1996-01-23T17:34:41.000Z,30.483,79.413,33,4.3,mb,,,,1,us,usp0007bkj,2014-11-07T00:59:42.841Z,"6 km NNW of P?palkoti, India",earthquake,,,,28,reviewed,us,us
1996-01-19T12:26:17.220Z,28.991,86.575,33,4.1,ml,,,,1.1,us,usp0007bbz,2014-11-07T00:59:41.839Z,"117 km NNW of Lobujya, Nepal",earthquake,,,,,reviewed,us,dmn
1996-01-18T08:05:35.800Z,24.093,82.624,33,4.2,ml,,,,0.5,us,usp0007b9s,2014-11-07T00:59:41.479Z,"12 km SSW of Singrauli, India",earthquake,,,,,reviewed,us,dmn
